,Datum,"Summe endverbrauchte Energie Regelblock Schweiz
Total energy consumed by end users in the Swiss controlblock","Summe produzierte Energie Regelblock Schweiz
Total energy production Swiss controlblock","Summe verbrauchte Energie Regelblock Schweiz
Total energy consumption Swiss controlblock","Positive Tertiär-Regelenergie
Positive tertiary control energy","Negative Tertiär-Regelenergie
Negative tertiary control energy","Durchschnittliche positive Tertiär-Regelenergie Preise
Average positive tertiary control energy prices","Durchschnittliche negative Tertiär-Regelenergie Preise
Average negative tertiary control energy prices","Produktion Kanton TI
Production Canton TI","Verbrauch Kanton TI
Consumption Canton TI","Produktion Kanton VS
Production Canton VS","Verbrauch Kanton VS
Consumption Canton VS",Transit,Import,Export
531,2019-03-11,1181562912.482,1081704966.958,1352154373.296,3710250.0,-2771000.0,6978.118,-3016.745,23213165.667,57007288.493,86657218.7289,70560172.38706,513132118.75,805158038.5,533603417.75
532,2019-03-18,1135661955.785,1200373213.905,1249820357.444,78750.0,-3826000.0,152.142,115.83600000000001,38010645.896,54294943.358,123682228.12087,63628101.86869,513090952.0,661692521.5,611039155.0
533,2019-03-25,1105331959.093,1154639506.016,1219749498.565,106750.0,-4422250.0,259.523,-3729.596,41176788.366,52554540.592,127114396.10132,61227641.15892,500432846.0,657693502.5,589156525.75
534,2019-04-01,1110386050.735,1316581924.635,1219049395.702,6669250.0,-3384250.0,55585.96,3229.89,49158718.937,54539551.32,184997878.22378,61207258.23321,473697810.0,562105663.75,658198859.5
535,2019-04-08,1102522044.326,1154115676.669,1203638462.59,2162500.0,-2267500.0,5467.4220000000005,3048.613,46660403.066,53938119.699,125912283.7649,60069562.41859,527543026.25,647446765.75,596444989.75
536,2019-04-15,987063466.9860001,1130365016.379,1143410531.991,665750.0,-5984250.0,3109.103,452.58499999999987,43182132.663,54254547.813,109097854.17797,56321163.6183,489776534.5,580590419.5,566686906.75
537,2019-04-22,976851993.737,1216798747.026,1146600834.127,5205750.0,-3715500.0,26093.914,-11031.239,55161662.28,55920087.842,104811470.0148,54811490.07103,267161149.0,328129241.0,397290703.5
538,2019-04-29,1047372548.606,1193896122.103,1190420171.696,1868750.0,-1693500.0,5517.282,507.3359999999999,45269042.836,53358390.774,101767758.24485,55702552.54306,251833741.75,367224590.25,370105914.5
539,2019-05-06,1061248997.21,1248568219.228,1166560692.337,2973750.0,-2561750.0,10142.796,3427.571,58305920.357,53771640.866,154026958.9656,55662259.79505,386478479.5,451272819.0,533021160.0
540,2019-05-13,1037643177.96,1106677939.406,1158388957.837,705500.0,-1231750.0,3121.7019999999998,1584.816,47432196.949,52809649.439,130285157.921,52295113.22132,426867205.25,562413540.75,510343487.0
541,2019-05-20,1013420984.463,1348406566.447,1165553450.095,2974500.0,-1576750.0,9195.244,825.393,55659163.578,54067740.243,163869152.9577,54723870.96488,381706435.5,408371442.25,591488910.25
542,2019-05-27,930491083.032,1288699855.941,1117445764.457,1741750.0,-1472000.0,4286.519,-1783.634,55743676.391,51222240.105,141973619.5153,57007449.74049,380124399.75,413764571.25,584978997.25
543,2019-06-03,959841366.876,1260898751.305,1148783274.113,3527500.0,-1501500.0,7222.933,-6543.603,79131823.44,54966786.78,221793119.621,68637719.71244,389538109.5,456435721.5,567373188.0
544,2019-06-10,934542969.27,1390701323.612,1149082156.457,3800250.0,-1864250.0,7788.1849999999995,479.27799999999996,98013758.202,55820654.024,258797062.8345,75697326.9474,402366658.5,412901484.75,653322004.5
545,2019-06-17,954196956.629,1416753543.26,1140699635.529,1027500.0,-582500.0,2216.9990000000003,919.599,86382132.076,55646775.853,256592094.619,79413911.85821,376969691.5,377737141.5,652675693.25
546,2019-06-24,999262117.847,1670413881.182,1185414718.477,4485750.0,0.0,12202.322,0.0,114714139.8,56018061.09,317487308.528,84042574.8277,314033546.25,314033546.25,797564563.0
547,2019-07-01,981002868.456,1692083837.404,1131842997.961,2887250.0,-761250.0,7391.905,-329.916,117585756.075,51364643.26,350907640.5345,84122587.8689,239539828.0,239539828.0,798084272.5
548,2019-07-08,936474618.633,1796521048.338,1090820196.711,835000.0,-532500.0,2355.1620000000003,1126.901,106313310.16,49809403.398,344238273.0994,74297936.70569,219244980.5,219244980.5,923302347.75
549,2019-07-15,915451765.401,1643988040.969,1084924653.328,316750.0,-976000.0,838.765,1682.65,102442993.622,50013289.828,321922643.9748,65211250.29527,285444349.5,285444349.5,843398174.5
550,2019-07-22,921762121.515,1727609474.153,1078649411.308,1082750.0,-1362500.0,25780.047,1917.221,107902443.95,53833489.49,408915866.1562,77786269.56233,260378694.75,261246967.75,908660403.5
551,2019-07-29,831943097.794,1540368728.528,954245222.512,503500.0,-5486250.0,790.7139999999999,5706.761,86764082.322,45754646.933,361350819.8413,69733087.5677,298790307.5,298790307.5,883808689.75
552,2019-08-05,918405386.847,1425658933.114,1077972601.154,1890000.0,-2187750.0,5163.132,-189.52700000000004,70297526.767,49013716.498,335189818.3345,75026141.32996,334286032.75,349934962.0,696492756.5
553,2019-08-12,918371736.813,1574141937.695,1055897923.552,1353750.0,-2475000.0,3023.426,2171.832,91609276.653,41721171.21,302045706.5774,71396865.93444,265885115.25,265885115.25,783034338.0
554,2019-08-19,961625444.493,1798750682.179,1088490800.482,3814750.0,-540000.0,6335.183,482.453,97833093.547,48780256.064,430946334.4611,71036267.94025,167324914.75,167324914.75,876232818.75
555,2019-08-26,984728652.971,1664538815.391,1105869157.481,1140000.0,-497500.0,3690.1530000000002,1231.786,82989184.728,52017759.11,398757345.8618,67758162.24424,216573496.75,218787825.25,776212422.75
556,2019-09-02,984389872.121,1376766945.79,1087855386.104,2842500.0,-4442250.0,9052.669,904.1680000000001,59800725.299,51858903.98,314401786.4015,63647331.77033,386384998.25,389430845.75,676415383.25
557,2019-09-09,979393488.691,1268437011.197,1119833189.799,737000.0,-999417.0,1859.817,968.91,55241733.998,52242288.065,190741417.3881,56863600.807620004,372025602.0,440944868.75,587251878.0
558,2019-09-16,971088524.701,1246430607.473,1137969251.219,1080000.0,-394000.0,4439.555,1051.638,56860825.116,52727115.481,191387403.8465,66280277.2084,489492994.0,584451043.25,690773004.0
559,2019-09-23,985779763.966,1291616788.135,1141962631.41,990000.0,-2550000.0,3812.147,859.49,43653313.489,51440597.022,213738382.7459,60616418.92639,472943435.25,538965238.25,686395970.75
560,2019-09-30,1011762072.686,1130005357.428,1176872009.0,400000.0,-2172000.0,901.6,724.523,34172907.676,51411381.518,106144348.85463,57711743.57028,590954541.25,713609175.25,664647373.25
561,2019-10-07,1027593293.714,1203410098.682,1190143609.499,1443250.0,-2354750.0,3770.698,1979.923,34153353.461,55327282.153,98730722.7671,56559656.37089,635832864.5,717469239.75,730164457.75
562,2019-10-14,1030304670.128,1336893369.879,1184874883.435,1405250.0,-3133500.0,5095.042,901.014,85520125.799,56196490.287,128616218.27971,56093125.04932,607847213.75,653254269.0,804533367.75
563,2019-10-21,1032122181.792,1594225061.114,1184408285.887,1074750.0,-2085750.0,3512.156,-548.892,137407333.149,50629078.215,197393177.4664,60054308.25755,449942665.0,450029407.0,859021347.75
564,2019-10-28,1067256601.243,1365509311.809,1193769351.495,2752750.0,-3783250.0,12707.079,1055.027,88692433.941,52448223.431,142909416.16403,56788645.28499,505410356.25,523511017.0,694503664.0
565,2019-11-04,1143747253.291,1379225200.674,1261053641.009,4636250.0,-1132250.0,15132.458,1985.433,78730503.904,59877706.382,150987658.78689,64949134.64529,459610360.25,514915789.25,632519189.0
566,2019-11-11,1208514939.149,1386866860.241,1331220742.622,4814500.0,-1683750.0,14451.853,2420.7419999999997,80835909.249,63830590.244,201867158.4149,69543974.99997,683076841.75,779960746.25,834891176.25
567,2019-11-18,1204952298.188,1464181756.634,1315955652.201,2396750.0,-1732250.0,10940.316,3276.358,88931338.156,64885901.906,252809441.0477,67444462.25483,599247850.75,671687084.5,818954107.25
568,2019-11-25,1190546455.56,1225750804.78,1353618433.041,1485000.0,-2759750.0,5870.375,3298.783,66225736.928,65404086.107,142204559.56474,66052757.56362,543841720.5,735323819.25,606737671.75
569,2019-12-02,1255772664.36,1420895325.72,1377087141.054,2938167.0,-2141250.0,22803.945,3298.313,103628394.421,67259551.875,228377249.6969,70970402.87489,528571709.75,639169267.0,682486131.75
570,2019-12-09,1247584121.176,1394947327.09,1371951498.842,4350750.0,-1983500.0,11273.358,2858.227,91544333.894,68316723.336,203230647.73224,73329606.28217,575437538.0,690386492.0,712758619.25
571,2019-12-16,1160518043.022,1272701477.886,1311693334.2,1066000.0,-4652250.0,2965.089,2802.0029999999997,67140686.972,67030059.11,173214326.11856,66892097.00449,615747818.5,734486667.0,695188733.5
572,2019-12-23,1034161580.39,1048577925.245,1189222747.047,2945000.0,-2360250.0,6420.842,962.033,46667898.807,61537703.214,135632393.2149,72389074.62869,389280931.25,552792369.25,412001862.5
573,2019-12-30,1077922432.935,1014506657.714,1219874486.839,4578750.0,-2522500.0,9137.22652,703.4542700000001,53406454.818,62362798.38,137589579.947,72431205.76947,495013673.75,731635283.0,526499806.5
574,2020-01-06,1205863272.45,1250762853.723,1322058826.064,1559500.0,-3005500.0,5786.576291,5139.166303,80585935.691,65232927.349,214716193.3467,71015518.68262,600096284.0,778632179.0,707302390.0
575,2020-01-13,1229331393.249,1296893201.775,1335079473.311,3710500.0,-2468250.0,10287.718571,4286.619828,85991862.068,67317079.231,271824945.1809,72469365.14343,667361105.0,794463777.0,756090280.0
576,2020-01-20,1287323691.365,1523327854.773,1410094825.504,6861500.0,-229250.0,28042.534963,553.73,111051240.921,68403214.483,337858152.4208,73925353.54175,439802003.5,557839678.0,670695107.0
577,2020-01-27,1205992262.348,1224156892.305,1350533784.202,742250.0,-8838250.0,2551.660903,7340.182328,80372301.521,66742423.595,219019720.5091,71219452.01936,632164661.25,805736060.0,679184360.0
578,2020-02-03,1214726509.163,1275966102.767,1359160325.243,3322833.34,-8697966.67,7576.256865,2039.4405140000001,66564963.939,65986311.21,180949016.9143,71947225.37158,642493257.0,797521517.0,714573289.0
579,2020-02-10,1183023455.752,1254587357.82,1308568081.872,1748250.0,-4887500.0,3635.265285,383.090926,65369581.342,64360610.321,168281906.9066,70781498.68277,657143069.75,786725181.0,732586621.0
580,2020-02-17,1164566365.384,1207400759.924,1290540968.252,1047000.0,-5877583.33,3199.706337,4977.555477,62862687.173,62426375.599,159648013.4323,69300832.73853,631822936.75,774157882.0,690349725.0
581,2020-02-24,1169051284.68,1274712929.316,1311604662.113,4324500.0,-11284966.66,12630.236807,1733.741534,61764564.177,63608147.625,168068820.07488,70446642.83484,548219795.5,698790318.0,661607676.0
582,2020-03-02,1198256470.1529999,1400261668.111,1327947967.586,3671500.0,-6304500.0,7369.107552,2854.5375559999998,78466827.36,63159146.488,213402039.5786,71143524.46703,522510744.25,630081503.0,701506028.0
583,2020-03-09,1144917692.765,1257125829.228,1288319217.097,2043250.0,-9232250.0,4239.39501,3011.442621,39583033.162,61156163.991,162364216.7822,66804479.04088,563027199.0,685943767.0,654079722.0
584,2020-03-16,1029870706.514,1224121067.113,1169428365.483,5807333.34,-10641583.33,16793.300135999998,2311.966027,49949165.393,53014963.376,131457099.2818,54525176.49683,487887774.0,580503823.0,634555021.0
585,2020-03-23,1066592449.955,1201480698.417,1199418029.483,2371000.0,-4999166.67,3464.152372,-517.8698240000001,60136241.257,50833287.158,128984341.3531,56032656.220639996,304999849.75,425112322.0,426595292.0
586,2020-03-30,1034217276.962,1215451028.68,1153819872.222,1870500.0,-7539250.0,2242.208832,-73.62467500000004,61414465.739,49815503.53,127280944.2959,54703043.25958,271741399.5,366021991.0,427369007.0
587,2020-04-06,886146524.184,1180146342.326,1020412394.99,1133750.0,-3987416.66,2050.7441790000003,1573.324983,60524362.987,45044116.454,106068604.129,46974896.93373,314741940.0,356449074.0,516039626.0
588,2020-04-13,885746619.328,1173386591.001,1047152562.669,2539500.0,-1727000.0,3975.192192,238.12280900000002,54006288.783,46024179.434,117639214.414,43645940.2018,320533990.75,374034485.0,500043661.0
589,2020-04-20,903701176.422,1157105974.359,1094223646.68,3927500.0,-2498000.0,4071.734305,-673.248484,50055499.594,49211525.256,124693660.6105,43350602.45552,396454255.5,470571676.0,533247743.0
590,2020-04-27,932021103.23,1224211259.541,1119223160.638,8549750.0,-3997816.67,4449.805786,1471.061727,54407405.377,50677785.784,134291262.5942,48404841.2361,382797700.0,454443812.0,559067095.0
591,2020-05-04,911838088.2360001,1309098250.233,1059455773.098,1897750.0,-3794250.0,1546.945792,1756.444354,56853333.301,48622528.442,150347579.3341,50341323.31408,390168573.25,402917434.0,652294049.0
592,2020-05-11,976415310.915,1413937003.931,1154205966.044,5713550.0,-1193500.0,5397.377391,-922.232416,83230783.974,53342307.774,187073283.804,58251449.94075,319108045.5,330824656.0,590177161.0
593,2020-05-18,878321889.569,1369696030.845,1082941774.641,5666500.0,-416500.0,4557.591115,440.59,69977804.535,50513971.415,199194778.8708,66481739.29728,306241541.0,311548196.0,597800096.0
594,2020-05-25,920472917.509,1377399527.605,1095362147.745,1019000.0,0.0,1316.098408,0.0,70496412.685,49404207.536,184897365.1537,67893338.20004,268898892.75,293812734.0,575412626.0
595,2020-06-01,919999042.638,1358926640.681,1122417599.661,5665000.0,-723000.0,8239.650207,330.125984,74738949.901,50903757.389,225598319.7084,63632909.67604,277709010.75,342436884.0,578568007.0
596,2020-06-08,946035764.205,1303405162.418,1123056270.056,1782250.0,-2232750.0,1828.220077,2063.340327,76805898.922,51654085.051,216166727.4349,58348263.67505,278945373.25,318033706.0,498026291.0
597,2020-06-15,935555287.549,1405075908.636,1079720755.184,2434750.0,-965000.0,2145.600192,1516.999874,77741825.72,48478364.681,267768843.1464,60501008.02295,195156992.25,217997420.0,542953681.0
598,2020-06-22,930270420.928,1466624490.415,1091162679.992,3853500.0,-1735250.0,7903.623312,1406.270164,75280509.452,51368949.84,283332979.0718,71860690.42365,238228879.0,249398683.0,624316825.0
599,2020-06-29,938345896.297,1457461740.165,1114060947.726,1056750.0,-4424750.0,3438.636189,1517.312118,75394671.918,52551078.588,335762884.3904,77489558.52551,304948677.75,315969282.0,659170694.0
600,2020-07-06,939156409.31,1397963748.739,1104823790.874,1723000.0,-1548566.66,6553.724221,2329.01684,72635228.955,51063879.328,342850112.5995,73408685.3464,300510567.75,328138164.0,621117304.0
601,2020-07-13,914599861.809,1358336682.813,1059076399.957,1238500.0,-352500.0,4122.904887,320.093684,61412106.064,50609383.17,332754876.4876,67674278.09726,276487908.25,297486759.0,596736527.0
602,2020-07-20,887276335.177,1293113856.889,1033414168.055,2366750.0,-235750.0,6438.599744,509.371803,49352035.482,52131121.861,371046163.2356,68901162.00737,385931717.0,413170802.0,673017180.0
603,2020-07-27,885128825.938,1313935895.505,1035740851.453,6729000.0,-1989250.0,7827.458682,2726.347425,46876040.779,53261709.088,393319461.8409,71280516.22844,388109961.75,419224261.0,697332886.0
604,2020-08-03,891777983.405,1240366766.548,1069789059.253,2117000.0,-8825666.67,7199.476246,8948.113322,32942387.963,47751474.836,342341401.3701,68891017.67254,303126419.75,370070595.0,540370704.0
605,2020-08-10,945821208.668,1363770946.589,1100444941.184,4880250.0,-1275250.0,10477.194775,3237.388001,38218141.304,48396490.976,383521901.8762,71065807.98717,244450512.5,283202309.0,546241798.0
606,2020-08-17,948430716.354,1411581751.887,1119431657.791,5519000.0,-1183000.0,10784.990764,2336.16709,33492916.78,50677053.351,338790215.1688,66460615.28747,247508171.25,288782276.0,580593765.0
607,2020-08-24,964468518.253,1379399975.269,1131674532.542,4631500.0,-1723250.0,10787.650184,3936.181466,46625698.41,52745833.494,302468260.7865,70561227.99584,276548438.0,304831160.0,552193977.0
608,2020-08-31,960643505.633,1482133982.346,1112318397.817,2528000.0,-4798250.0,5377.32441,7189.01646,65498139.459,51263034.97,257426596.7155,62196124.04437,297547964.75,320977607.0,689884311.0
609,2020-09-07,959852322.764,1350921656.771,1100646579.706,913250.0,-2487050.03,1984.363319,5741.979472,53155861.413,51222022.647,268193247.2408,64982444.69465,336600275.75,369226362.0,618737111.0
610,2020-09-14,972626875.67,1280743883.042,1119526752.675,3479250.0,-648500.0,34980.665303,1353.870552,44269577.921,54576384.384,279223543.342,66575844.33248,322931762.0,392431833.0,553098012.0
611,2020-09-21,1000038057.176,1245287535.455,1156790982.389,3117700.0,-3067750.0,5646.735945,7104.549649,44792684.004,54560152.187,205956574.3061,64948616.62479,287437273.25,385451457.0,473481741.0
612,2020-09-28,1036754592.661,1456391898.551,1206306742.425,3761000.0,-4654200.02,11297.286094000001,-5911.765123,74534863.852,56821436.596,218895327.61503,64999554.34279,327933152.25,370252625.0,619703721.0
613,2020-10-05,1045813731.581,1418693956.695,1210186426.992,2023500.0,-1251500.0,8046.9364860000005,1941.157613,83181931.912,59475966.957,140509132.20121,64136973.75893,415119327.25,430954067.0,638464264.0
614,2020-10-12,1096342049.218,1375430663.233,1229169073.517,6045250.0,-948250.0,20032.056926,2812.666656,85334965.755,57527487.301,149580105.31948,63643872.926,407105590.75,481122833.0,626094638.0
615,2020-10-19,1084361932.136,1181522075.683,1242181900.903,3350500.0,-3361000.0,9701.381279,99.68433099999997,70115239.147,60197240.527,123883037.938,59881649.54444,518615459.0,653065787.0,591488789.0
616,2020-10-26,1099319921.165,1217019584.409,1245054203.069,3447750.0,-4975750.0,8077.812704,5727.072412,70879565.885,59554013.645,97906259.85703,59692952.03624,529406314.5,625053525.0,596301615.0
617,2020-11-02,1093435313.348,1235655656.989,1207723314.978,2363500.0,-5874700.0,6665.889559,2467.343681,79768110.684,57134167.995,142337050.61095,57481165.87074,499844411.5,587935022.0,614366603.0
618,2020-11-09,1106862446.068,1258393539.71,1223510243.827,3576500.0,-1527250.0,11199.372606,2958.897337,82225225.578,59697753.122,189358676.40815,61326671.12439,511722897.75,630332369.0,663374633.0
619,2020-11-16,1162814605.895,1153701576.346,1281662530.213,3240750.0,-1671250.0,9590.195343,3918.622811,77408215.175,62392410.303,162972982.32685,66508772.36528,568018649.75,764100369.0,633712703.0
620,2020-11-23,1236068796.835,1382288632.211,1342075136.477,17237250.0,-457750.0,36134.597721,1747.929751,102058846.069,67297948.235,281408649.4711,74525505.19005,544131398.25,665507376.0,704667653.0
621,2020-11-30,1298134570.966,1322225799.163,1429338019.029,12826500.0,-432500.0,49219.724719,1294.413119,97512399.912,71670296.021,280105834.3931,79870480.25045,517110719.25,717515580.0,609730052.0
622,2020-12-07,1296820491.428,1249319094.072,1412766502.204,5561016.66,-1655000.0,91297.565678,3552.786316,93596036.705,70528249.671,262457141.43675,80009731.76836,387246756.0,623189901.0,459076609.0
623,2020-12-14,1226569887.707,1157264061.64,1337036244.876,2961000.0,-7030500.0,14428.229348,12020.828407,85282114.726,67425460.487,220563457.61805,76432218.20217,589192647.25,810766007.0,630312162.0
624,2020-12-21,1092516582.847,1021492568.73,1268402826.921,4507500.0,-6529000.0,12714.149232,5817.593527,53770696.731,65752845.086,97722896.1772,75542114.46775,527297779.75,789008800.0,541224436.0
625,2020-12-28,1110844874.27,946805733.373,1289797238.205,2245000.0,-4259500.0,8495.243745,5984.575867,53389748.019,68519561.161,89314516.75155,80027711.0555,415983698.25,769088862.25,425289692.75
626,2021-01-04,1279304706.986,1359629244.165,1395599296.174,8711750.0,-2519249.99,23699.198449,5849.923533,111082785.03299999,66967859.483,266932903.7773,85599599.2046,510685412.0,688797843.0,651736290.0
627,2021-01-11,1326483956.488,1368790803.353,1453416509.742,13293750.0,-314500.0,33372.318567,1419.571428,108128800.762,70187312.64,278413293.1579,83982818.9179,474429560.5,667917102.75,580044723.5
628,2021-01-18,1278593479.728,1227574744.55,1429276862.922,2839750.0,-4026833.33,10911.761031,8681.847226,91584557.01,71439033.533,230518638.9822,83219416.92755,555994792.25,813754133.25,610944843.0
629,2021-01-25,1276282667.283,1277448405.985,1420411066.543,12148999.99,-9820500.0,28234.794919,10808.13427,83289238.686,69984094.355,212839298.71194,84673369.51826,492717363.75,713612077.25,569573495.75
630,2021-02-01,1200858109.114,1226777138.115,1333563159.012,7717000.0,-24491750.0,11834.93068,19571.150607,49268331.772,64852262.563,177043615.10089,76643794.45195,549476939.0,712899884.0,605426716.75
631,2021-02-08,1322047494.479,1444023006.534,1440787636.645,18961250.0,-11971500.0,40745.166666,9621.137031,59650709.434,67492920.663,266773105.9786,81174224.70028,408565740.5,562125361.5,564662639.25
632,2021-02-15,1207664306.058,1184487571.924,1347570380.933,6036000.0,-28287750.0,13603.331333,16318.918238,48042856.803,65468606.187,171878181.1545,79206387.06468,611954129.0,815860805.0,651870648.0
633,2021-02-22,1129112455.476,1125902056.453,1257128372.452,7481250.0,-22385000.0,10826.268436,17845.942687,47502560.177,57042562.443,124731933.3462,67389833.07585,545186334.0,730445734.0,598489886.0
634,2021-03-01,1162890591.089,1286793313.08,1263185402.442,6690750.0,-17671250.0,13517.150247,16863.757489,48454711.35,58487182.99,192845205.6401,67525960.8936,505160295.0,632095402.0,654795403.0
635,2021-03-08,1151658487.236,1192697833.474,1270591375.725,7297500.0,-23609500.0,16197.971025,20026.696109,45046283.444,58286471.463,158665116.9617,68111094.26569,539164245.0,693487157.0,614727249.0
636,2021-03-15,1218390720.396,1169236757.467,1336092921.284,18005333.33,-18178916.67,29874.447293,17435.948821,41211541.677,58878188.837,142919715.00006,73637375.69568,448733041.0,671166851.0,503410602.0
637,2021-03-22,1124431898.184,1093573209.066,1254778744.93,2681250.0,-15937266.67,10884.962216,18213.124707,37914702.272,55773127.632,93628939.53834,75251672.93833,455427422.0,659911594.0,497742307.0
638,2021-03-29,999649352.431,1134472701.032,1157970179.306,2977083.33,-14252616.68,7808.034252,12883.123354,54340044.917,51890122.645,103870830.52503,65517729.48782,421668956.0,522781916.0,498423067.0
639,2021-04-05,1070749677.756,1218094773.773,1186207744.444,9494150.0,-6630250.0,29163.731971,10969.772309,71713732.09,55117820.548,128022997.54505,65560330.34519,357141289.0,438526498.0,469629452.0
640,2021-04-12,1128385447.942,1088089641.866,1259942251.933,7754000.0,-8931100.0,36686.067537,19082.796237,57918871.448,58042743.51,70523615.69576,65197682.30684,432043964.0,626316226.0,453724519.0
641,2021-04-19,1040396445.016,994581787.084,1186603315.031,1943750.0,-14704250.0,12330.674813,19467.775489,36605437.099,53278568.549,61263651.59017,55804235.45477,357372985.0,563903978.0,370836138.0
642,2021-04-26,1041351476.114,1180547640.343,1172339438.42,9682250.0,-8252500.0,25829.549591,12713.530441,51842336.018,54523477.359,82435158.31913,55849532.10811,414512178.0,491551902.0,498405892.0
643,2021-05-03,1046416267.478,1207606564.744,1217864986.527,10374750.0,-12649750.0,22710.223945,11322.043694,54841310.697,52192041.481,81290957.16065,57724061.55845,336439285.0,439804658.0,428402974.0
644,2021-05-10,984709741.498,1355246215.0,1136862688.634,9693250.0,-9128750.0,24989.822101,16133.125072,87546354.692,54095371.591,124923960.92678,58482728.29879,269386964.0,300452793.0,518098086.0
645,2021-05-17,1024320428.179,1218178258.39,1198744714.72,8285250.0,-6440450.0,25507.308579,4987.813612,66616490.456,52753731.703,127019536.9326,57861060.38762,292412444.0,415244176.0,434007537.0
646,2021-05-24,966970271.656,948348592.445,1137775393.529,8420250.0,-11614583.33,20703.790337,18403.982514,73225229.093,51145709.261,123296634.0498,55609951.58178,305007337.0,555647569.0,365556478.0
647,2021-05-31,958434541.266,1126500778.901,1102291491.608,11988750.0,-4431000.0,28894.294456,12811.873762,81025775.309,49162997.659,183637475.8319,57631445.27337,351047017.0,452965919.0,476387426.0
648,2021-06-07,963306691.3991,1300341461.894,1125803316.945,6447250.0,-5340500.0,25669.083089,9219.251897,88931085.759,55436461.249,257898643.0035,65014797.74251,357714924.0,397294845.0,571312755.0
649,2021-06-14,975521451.527,1424314450.42,1143418101.903,13720050.02,-5972550.0,45427.034518,11089.309642,88570314.917,57374862.799,319004038.9599,73049442.3845,347936007.0,360604625.0,640881962.0
650,2021-06-21,958873703.0505,1403288571.529,1120581251.325,5480450.0,-7340250.0,24827.851418,18041.567413,92748138.759,58847699.408,302898462.3355,68267949.95622,348662658.0,354965398.0,636818701.0
651,2021-06-28,961526569.8161,1445526071.659,1104188299.479,7968500.0,-10980800.0,24995.409432,19940.660074,84173803.239,51377496.549,296657088.0764,68537662.50227,347822363.0,359350925.0,699335915.0
652,2021-07-05,963843170.5837,1464001078.625,1111581471.213,9702000.0,-16942500.0,34398.586903,16220.87706,95459280.263,56036102.134,306713066.1469,68338652.47852,382992629.0,394493525.0,746244597.0
653,2021-07-12,952999353.3635,1496721212.853,1101481795.565,8086000.0,-9764700.0,36157.280839,14394.376242,113499015.78,51521005.462,308035269.4308,76505471.0862,341842875.0,344458143.0,738892853.0
654,2021-07-19,916841157.6835,1466559177.644,1064632241.982,4222250.0,-13467950.0,16579.082976,15304.711428,123298717.714,52199226.336,309474723.9045,76010744.49527,357206059.0,360171741.0,761196857.0
655,2021-07-26,883614865.9457,1427648157.231,1085152849.036,2035500.0,-13010300.0,9786.885812,16530.298749,135711097.995,49667333.385,269429781.9687,84905864.85341,411378954.0,423616291.0,765340723.0
656,2021-08-02,881585102.6284,1448221757.603,1049394206.222,5306300.0,-17353050.0,16907.844555,22298.416218,139580821.437,45125476.942999996,237218022.0506,77727501.1969,372460718.0,381177269.0,779507775.0
657,2021-08-09,924190801.934,1455154430.475,1066725330.842,8544666.67,-8559250.0,36012.009651,10559.068808,133050992.377,46469887.953999996,278075594.5076,75115333.38877,305089545.0,317644978.0,705501068.0
658,2021-08-16,948224624.4547,1232062131.196,1108818216.758,8417000.0,-8106600.0,34281.135306,19770.858206,83868019.682,47430658.193,242175426.4031,77335270.06691,359475920.0,434567348.0,557472091.0
659,2021-08-23,963910665.225,1175252520.0112,1084700843.942,8658250.0,-7787600.0,35803.248022,19261.176624,79966044.588,48145559.431,241735344.868,69395968.09846,453693679.0,551801595.0,641849934.0
660,2021-08-30,974493154.132,1123380080.181,1104812804.629,3192250.0,-10217750.0,21210.895085,21051.805405,78805586.629,50491706.637,230930275.5259,68878532.92071,405181577.0,546422878.0,564324022.0
661,2021-09-06,975161828.989,1079343399.3065,1097410648.0509999,4558450.0,-8053950.0,39548.753851,35628.856647,74325264.141,49679364.823,267209332.9447,71288580.846,407341325.0,571124504.0,552242294.0
662,2021-09-13,993445800.866,1109164441.255,1139004050.407,4085500.0,-11333900.0,30910.398613,42169.034007,74948383.529,52139558.549,254089762.4928,73247420.79343,406211388.0,578219576.0,547447118.0
663,2021-09-20,1000411122.223,1023528558.559,1139528203.654,4486750.0,-8729950.0,44158.356274,25862.859126,61211511.412,51422137.203,191773349.2754,65283861.84219,322602018.0,533877601.0,416953439.0
664,2021-09-27,998777904.301,866313155.0772,1152324542.253,2506250.0,-8580500.0,29595.732774,28958.703009,48684684.717,52993963.84,122829391.00129,66917725.09578,410528044.0,722988745.0,436412348.0
665,2021-10-04,1044001030.94,1012711057.172,1211983154.992,6721500.0,-3696950.0,63120.34867,31150.433686,80351654.83,58451227.942,145817967.53373,70484444.7183,393200808.0,651985153.0,452116234.0
666,2021-10-11,1082520931.353,911333049.4034,1217759487.758,6647000.0,-4613050.0,63185.860073,34991.259666,72447868.754,56797499.894,124337178.65075,64584532.0862,373987263.0,715985672.0,408965576.0
667,2021-10-18,1084782322.938,890942077.6262,1189122777.218,7009950.0,-5809550.0,61322.269312000004,45663.208128,73517966.922,55387273.717,157882284.7952,59468678.6795,521710216.0,837664505.0,538878719.0
668,2021-10-25,1113841713.968,821255803.172,1241022562.303,22349250.0,-3829000.0,88405.381655,32824.808032,66011349.001,57985852.492,107118047.23703,66753215.31265,450640232.0,874969173.0,454586035.0
