date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2010-01-01,-7.2,-10.1,-5.6,21.6,,,,,,
2010-01-02,-15.4,-18.7,-10.3,6.1,,,,,,
2010-01-03,-13.4,-17.9,-10.5,0,,,,,,
2010-01-04,-10.6,-14.6,-6.5,0.4,,,,,,
2010-01-05,-10.1,-11.8,-8.1,0,,,,,,
2010-01-06,-12.1,-14.7,-9.6,0,,,,,,
2010-01-07,-13.1,-15.4,-11,6.5,,,,,,
2010-01-08,-8.8,-12.1,-5.8,10,,,,,,
2010-01-09,-7.7,-9.8,-5.3,8.8,,,,,,
2010-01-10,-9.7,-11.1,-7.8,0,,,,,,
2010-01-11,-10,-11.1,-8.1,0,,,,,,
2010-01-12,-11.1,-13,-8.6,4.1,,,,,,
2010-01-13,-10.3,-12.6,-7.7,0.2,,,,,,
2010-01-14,-10.6,-12.1,-8.9,1.1,,,,,,
2010-01-15,-7.6,-10.4,-5.6,0,,,,,,
2010-01-16,-4.8,-7.7,-1.2,4.9,,,,,,
2010-01-17,-6.8,-10.5,-4.5,13.5,,,,,,
2010-01-18,-8.2,-10.9,-5.3,0,,,,,,
2010-01-19,-5.4,-7,-4.1,0,,,,,,
2010-01-20,-6.2,-8.6,-4,5.1,,,,,,
2010-01-21,-10,-12.4,-7.1,0,,,,,,
2010-01-22,-6.7,-9.6,-4.1,0,,,,,,
2010-01-23,-4.4,-6.3,-2.6,0,,,,,,
2010-01-24,-5.7,-7.2,-3.9,0.2,,,,,,
2010-01-25,-9,-12.1,-6.5,0.5,,,,,,
2010-01-26,-10.9,-13.6,-8.6,4.3,,,,,,
2010-01-27,-9.7,-12.5,-6.4,0.7,,,,,,
2010-01-28,-10.5,-13.2,-7.2,10.3,,,,,,
2010-01-29,-10.1,-14,-7.1,23.6,,,,,,
2010-01-30,-14.5,-17.6,-9.3,22.5,,,,,,
2010-01-31,-18.7,-20.6,-17.1,0,,,,,,
2010-02-01,-16.7,-18.3,-15.8,3.6,,,,,,
2010-02-02,-13.8,-18.3,-8.5,1.1,,,,,,
2010-02-03,-5.5,-8.9,-1.8,0.2,,,,,,
2010-02-04,-6.6,-9.7,-3.4,21.2,,,,,,
2010-02-05,-7.7,-9.3,-6.5,38.3,,,,,,
2010-02-06,-9.2,-10.9,-7.7,3.3,,,,,,
2010-02-07,-10.3,-13.6,-8.8,0,,,,,,
2010-02-08,-10.1,-11.9,-7.9,0,,,,,,
2010-02-09,-11.4,-13.3,-10,0.6,,,,,,
2010-02-10,-13.8,-17.7,-11.1,6.4,,,,,,
2010-02-11,-15.2,-20,-11.7,1.5,,,,,,
2010-02-12,-13.9,-16.1,-11.9,0,,,,,,
2010-02-13,-12.3,-14.4,-9.8,0,,,,,,
2010-02-14,-13.2,-15.1,-10.9,0,,,,,,
2010-02-15,-13,-15.4,-10.7,0.1,,,,,,
2010-02-16,-12.4,-14.3,-10.2,4,,,,,,
2010-02-17,-8.2,-10.4,-6.1,5.5,,,,,,
2010-02-18,-4.9,-6.5,-2.5,8.8,,,,,,
2010-02-19,-7.3,-10.9,-4.7,31.1,,,,,,
2010-02-20,-12.9,-14.9,-10.8,0.3,,,,,,
2010-02-21,-11.4,-14.8,-9.1,14.8,,,,,,
2010-02-22,-9.4,-10.9,-8.1,4.2,,,,,,
2010-02-23,-5.7,-8.4,-3.2,4.1,,,,,,
2010-02-24,-5.9,-9.1,-3,0.6,,,,,,
2010-02-25,-5.9,-9.1,-3,39.7,,,,,,
2010-02-26,-7.8,-11.4,-4.7,28.9,,,,,,
2010-02-27,-8.3,-11.9,-4.9,34.5,,,,,,
2010-02-28,-6.9,-9,-4.8,5.6,,,,,,
2010-03-01,-6.1,-8.7,-3.5,0.4,,,,,,
2010-03-02,-7.4,-9.3,-5.5,0.7,,,,,,
2010-03-03,-7,-7.7,-5.8,7.7,,,,,,
2010-03-04,-8.2,-11.7,-6.5,5.2,,,,,,
2010-03-05,-14.7,-17.2,-11.8,0,,,,,,
