date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2008-01-01,-1.9,-7.4,4.8,,,101,2.4,,1024.1,
2008-01-02,1.3,-1,3.7,,,,4.1,,1022.4,
2008-01-03,0.8,0.1,1.4,,,293,5.7,,1020.7,
2008-01-04,0.7,-0.1,1.2,,,,2.8,,1025.1,
2008-01-05,1.3,0.6,1.9,,,,2.8,,1024,
2008-01-06,1.8,0,4.8,,,,2.8,,1018.2,
2008-01-07,1.4,-3.3,5.8,,,120,2.4,,1023.1,
2008-01-08,0,-4.2,5.8,,,111,2.2,,1027.8,
2008-01-09,-0.2,-3.1,4.6,,,,1.7,,1027.1,
2008-01-10,0,-4.1,6.1,,,,1.9,,1027.9,
2008-01-11,1.7,0.7,2.7,,,,2.3,,1023.3,
2008-01-12,1.1,0.3,3.6,,,,2.1,,1013.7,
2008-01-13,2.8,0.2,4.8,,,,3.3,,1018.8,
2008-01-14,2.3,0.8,4.2,,,72,2.3,,1021.8,
2008-01-15,2.5,1.7,4.5,,,,1.1,,1021.2,
2008-01-16,2.4,0.4,4.5,,,,2.5,,1011.7,
2008-01-17,2.1,-1.4,6.4,,,,2.6,,1015.6,
2008-01-18,3,-0.5,7.9,,,,2.3,,1024.5,
2008-01-19,1.5,-3.4,8.2,,,,2,,1030,
2008-01-20,0.4,-4.4,6.8,,,,1.6,,1030.2,
2008-01-21,0.3,-3.8,5.3,,,,1.2,,1026.1,
2008-01-22,4.9,-1.5,12.9,,,114,10.2,,1017.4,
2008-01-23,4,-1.6,9.2,,,,8.4,,1029.7,
2008-01-24,0.8,-3,6.6,,,,1.8,,1034.9,
2008-01-25,5.3,-1.7,16.3,,,109,4.3,,1035,
2008-01-26,3,-1.9,10.3,,,,1.8,,1037,
2008-01-27,6.3,-2,18.3,,,78,4.5,,1028.5,
2008-01-28,9.3,2.9,17.1,,,,3.5,,1027.7,
2008-01-29,4.3,-0.3,9.9,,,,2.3,,1030.3,
2008-01-30,5.2,1.5,8.9,,,,2.9,,1025.5,
2008-01-31,5.1,1.1,9.2,,,,2.8,,1022.6,
2008-02-01,6.7,5.6,7.5,,,242,5,,1017.6,
2008-02-02,6.3,2.3,9.4,,,207,7.1,,1015.3,
2008-02-03,4,0.8,6.4,,,,4.6,,1025,
2008-02-04,2.4,0.4,3.7,,,,2.3,,1017.9,
2008-02-05,3.5,0.4,8.1,,,,4.3,,1022.2,
2008-02-06,2.8,-2.2,9.5,,,,2.3,,1028,
2008-02-07,6.6,0.3,13.9,,,92,7.6,,1032.2,
2008-02-08,2.6,-2.4,10.4,,,,3.5,,1036.9,
2008-02-09,1.5,-3.1,8.3,,,,2.1,,1036.7,
2008-02-10,,,,,,,,,,
2008-02-11,2.6,-2.4,9.3,,,,2.7,,1034.7,
2008-02-12,2,-3.2,8.9,,,,2.8,,1033.7,
2008-02-13,2.1,-3.2,9.4,,,,1.7,,1035.8,
2008-02-14,2.5,-2.8,10.5,,,,1.9,,1032.7,
2008-02-15,2.3,-3.9,10.5,,,,2.4,,1027.5,
2008-02-16,5,1.2,7.6,,,,7.2,,1035.4,
2008-02-17,2.8,-2.3,5,,,230,9.5,,1042.9,
2008-02-18,0.5,-4.2,6.7,,,,2.7,,1034.3,
2008-02-19,2,-4.4,9.8,,,,2.5,,1029.2,
2008-02-20,3.6,-2.9,9.6,,,,4,,1028.7,
2008-02-21,4.9,-0.3,10.9,,,,2.5,,1029,
2008-02-22,5.6,0.1,12.2,,,,2.2,,1030.6,
2008-02-23,5.9,0,12.9,,,,2.1,,1029.8,
2008-02-24,6.1,0.5,12.3,,,,2.5,,1030.1,
2008-02-25,6.5,0.1,13.1,,,,4.7,,1026.6,
2008-02-26,7.7,4.6,11.5,,,,3.8,,1022.7,
2008-02-27,9.1,4,14.7,,,,4.3,,1019.1,
