,Date,CHF/EUR,tavg_sion,prcp_sion,snow_sion,wspd_sion,pres_sion,prcp_sierre,wspd_sierre,tavg_bernhard,prcp_bernhard,wspd_aigle,ImportData,ExportData,ProductionWallis
0,2000-01-10,1.6043,-1.7444981457974733,-1.3296716730077491,78.33333333333333,-0.5011189774249106,2.2159848026262394,-0.2832353354026315,-0.15497545745796018,-0.9242782016816641,-1.607796633085137,-0.11959603501040882,0.6806880375772364,0.20154141088874428,-0.3258840809382163
1,2000-01-17,1.60698,-1.647976674575755,-1.3296716730077491,51.42857142857143,-1.0427648978080155,1.9644982838607452,1.3230814524316488,-1.1577246613380208,-0.9850183064474447,-1.607796633085137,-2.231898819030085,0.6806880375772364,0.20154141088874428,-0.3258840809382163
2,2000-01-24,1.61136,-1.7356681058434358,-1.3296716730077491,48.57142857142857,-1.376240930879703,1.6927305942271424,-0.9585259776116184,-0.9860755528518719,-1.001189373300672,-1.1269049122728663,-0.21736746566452156,0.6806880375772364,0.20154141088874428,-0.3258840809382163
3,2000-01-31,1.6127200000000002,-1.8580707286545735,-0.9947258779446843,42.857142857142854,-1.258345363632137,1.0829433901237495,-1.242502991907883,-0.6819106291206221,-0.7775553512084804,0.25374743994493076,-0.9375151779519901,0.6806880375772364,0.20154141088874428,-0.3258840809382163
4,2000-02-07,1.61124,-1.235096185690425,1.1033474770368783,28.571428571428573,-1.3603611197810515,1.5967330521177028,0.09388127715348214,-0.0994730897769021,-0.866732868660058,0.9022341220872226,0.5537572597587247,0.6806880375772364,0.20154141088874428,-0.3258840809382163
5,2000-02-14,1.60808,-0.9208685569812357,0.9844439417459513,0.0,-0.6847473384929575,2.0792317647721688,0.32372317907203546,-1.6013095492697256,-1.0110638662136617,1.111517814059431,-0.5707797450595918,0.6806880375772364,0.20154141088874428,-0.3258840809382163
6,2000-02-21,1.6069600000000002,-1.0213483219754533,0.6069846958028812,1.4285714285714286,-1.0312159442817233,0.7789189811092941,-1.4448744402723814,0.7448963528402295,-1.0100308712346517,1.5668414829558859,-0.4188208891946064,0.6806880375772364,0.20154141088874428,-0.3258840809382163
7,2000-02-28,1.60404,-1.2588459483254217,0.1842308578755925,11.428571428571429,-1.0543138513343076,1.1706353098776394,-1.05217539942995,1.0986521951174333,-1.3035047447713564,0.978480461487048,-1.9596874893094982,0.6806880375772364,0.20154141088874428,-0.3258840809382163
8,2000-03-06,1.6085,-0.6815440258131905,1.1846878446736584,0.0,-0.41912140738823633,1.2239458161596815,-1.4448744402723814,0.3901060242716707,-1.2350171776630015,1.4822654215491473,-0.8062580858017624,0.6806880375772364,0.20154141088874428,-0.3258840809382163
9,2000-03-13,1.60686,-0.7199090269928009,-0.0921786034598122,0.0,-0.6443260011509346,1.757050878980508,0.25146142891232687,2.43829117616963,-1.1728653130925744,0.4907716400191728,-2.5728906972887136,0.6806880375772364,0.20154141088874428,-0.3258840809382163
10,2000-03-20,1.6078199999999998,-0.2503944887470936,-0.45042147010022104,0.0,-0.25454881963857223,0.877427525326168,0.2037977377803626,-0.1683793652970917,-1.1514478838611029,-0.2676718260631686,3.746589924892115,0.6806880375772364,0.20154141088874428,-0.3258840809382163
11,2000-03-27,1.61186,-0.4148159223739951,-1.3296716730077491,0.0,0.5452162120571635,0.6213053103622445,1.7467740094745157,1.4195868756201764,-1.051040771901344,-1.1359394787457873,0.23521424094176052,0.6806880375772364,0.20154141088874428,-0.3258840809382163
12,2000-04-03,1.6019999999999999,-0.5043342584597522,0.21932986538797059,0.0,0.5798630726360393,-1.1379413969463803,0.657435741138521,-0.8619361343481875,-1.0408141216091458,0.07996428896746731,-0.5684373070505044,0.6806880375772364,0.20154141088874428,-0.3258840809382163
13,2000-04-10,1.59004,-0.312509252561701,-0.9617021986167137,0.0,1.1284383651349192,-1.840249371010303,0.9106168358486825,0.8307681002902316,-0.9968085355033255,0.03619281024392557,0.7300528867852897,0.6806880375772364,0.20154141088874428,-0.3258840809382163
14,2000-04-17,1.57464,-0.19010662975056344,0.5553440652586716,0.0,0.8108421431618841,-1.4879364599287297,0.6579494837721802,0.9013945837107805,-0.9800740168433654,0.36736257924675775,0.9623804056156199,0.6806880375772364,0.20154141088874428,-0.3258840809382163
15,2000-04-24,1.57248,-0.13164567557210938,-0.7498064770769812,0.0,0.8512634805039059,-1.6826357002632717,0.6987186049322128,0.7679671490060664,-0.7391795877382638,0.41688353193874855,0.9154917151345521,0.6806880375772364,0.20154141088874428,-0.3258840809382163
16,2000-05-01,1.5728333333333333,0.4255602939412781,1.0086050019959214,0.0,0.903233771372222,-0.9965526628938987,-0.21198331736855514,0.6882131574142383,-0.6381526787910983,1.6213383409883433,2.5899906300959636,0.6806880375772364,0.20154141088874428,-0.3258840809382163
17,2000-05-08,1.572125,0.5644050601151064,-0.3444364093560345,0.0,0.6722547008463781,-0.5584793721411283,0.0654266293315793,1.1902839287664773,-0.5005577475869836,1.129576499205436,0.1383047677299397,0.6806880375772364,0.20154141088874428,-0.3258840809382163
18,2000-05-15,1.54886,0.8073834009193052,-0.15836386307481426,0.0,0.2102965597946893,-0.4476089713950719,1.0667907488999064,0.5790443441052348,-0.44880469913858895,0.3817227703676407,-1.6441228940997485,0.6806880375772364,0.20154141088874428,-0.3258840809382163
19,2000-05-22,1.55452,0.9133438803677527,-1.0285097428265557,0.0,0.9494295854773908,-0.16676304337285702,-1.1210392342090558,0.5742824471535893,-0.36864428876742306,-0.5164160254902844,-0.06990611462291525,0.6806880375772364,0.20154141088874428,-0.3258840809382163
