,Date,CHF/EUR,tavg_minusio,tmin_minusio,tmax_minusio,wdir_minusio,wspd_minusio,pres_minusio,prcp_minusio,tavg_robiei,wspd_robiei,tavg_piotta,wspd_piotta,tavg_comporvasco,wspd_comprovasco,ImportData,ExportData,ProductionTessin
0,2000-01-03,1.6043,-1.3800000000000001,-5.34,4.119999999999999,95.0,3.6399999999999997,1027.42,0.0,-2.0875669824700824,9.630564590725367,12.57229462535502,1.5786270314267146,6.313790663304964,1.5786270314267146,680313220.8436552,507237804.1096072,52545540.909192406
1,2000-01-10,1.60698,0.6,-2.683333333333333,4.500000000000001,128.0,3.1999999999999997,1029.1000000000001,1.5798495545627795,-0.33514501074094505,9.634923701860833,0.39938740993524524,9.927867126338262,3.2690658901879712,9.927867126338262,680313220.8436552,507237804.1096072,52545540.909192406
2,2000-01-17,1.61136,2.9,-1.6749999999999998,7.9,118.66666666666667,6.7,1023.775,0.0,-2.90629625698578,11.219658363476025,5.298473611253179,6.615072984267702,4.1961292189529775,6.615072984267702,680313220.8436552,507237804.1096072,52545540.909192406
3,2000-01-24,1.6127200000000002,2.233333333333333,-3.6166666666666667,8.266666666666667,96.2,8.716666666666667,1017.9,20.17308868545021,-3.747336216313231,9.948492453099597,-0.9191470744668016,4.77338434084351,1.7423782913328851,4.77338434084351,680313220.8436552,507237804.1096072,52545540.909192406
4,2000-01-31,1.61124,2.6833333333333336,-2.6499999999999995,9.05,102.5,5.433333333333334,1023.4666666666667,2.396055333634985,1.577487906012772,10.606395406288726,0.7990141212936224,5.312293305065671,-0.07993829297225741,5.312293305065671,680313220.8436552,507237804.1096072,52545540.909192406
5,2000-02-07,1.60808,4.685714285714285,-0.5,11.114285714285714,158.75,5.5,1027.3428571428572,7.5942748401789775,-3.5145810582243038,9.618411992055204,5.243213826816688,8.230587426946398,1.5060280177425538,8.230587426946398,680313220.8436552,507237804.1096072,52545540.909192406
6,2000-02-14,1.6069600000000002,4.342857142857143,-0.6571428571428571,10.12857142857143,152.33333333333334,4.7,1018.3571428571429,3.3394893829236687,-3.5627797881760657,8.344045174866531,3.23573174227132,4.694878241373702,3.869217875785818,4.694878241373702,680313220.8436552,507237804.1096072,52545540.909192406
7,2000-02-21,1.60404,3.714285714285714,-1.6857142857142857,10.157142857142857,99.25,7.557142857142858,1020.8285714285714,1.559757066006894,-0.6214584432672007,8.556237117842947,7.832832746837151,9.257737795109293,9.349662115057358,9.257737795109293,680313220.8436552,507237804.1096072,52545540.909192406
8,2000-02-28,1.6085,5.371428571428572,1.0142857142857142,9.857142857142858,148.33333333333334,5.471428571428571,1024.2,4.605711931400973,0.5631720440637791,8.151841099213327,6.969216579464316,7.506195806070609,4.231467083779103,7.506195806070609,680313220.8436552,507237804.1096072,52545540.909192406
9,2000-03-06,1.60686,6.571428571428571,-0.942857142857143,15.242857142857146,140.0,6.0857142857142845,1024.8142857142857,7.956967578837459,2.8114761111539073,8.788348020769808,5.447964857716439,7.959686158643602,4.8435601680784135,7.959686158643602,680313220.8436552,507237804.1096072,52545540.909192406
10,2000-03-13,1.6078199999999998,9.625,3.0749999999999997,16.325000000000003,190.0,5.35,1020.7,1.3808992392234005,-0.06871899585047236,6.431145249565715,8.260752247022301,4.567101626724196,8.794961164148404,4.567101626724196,680313220.8436552,507237804.1096072,52545540.909192406
11,2000-03-20,1.61186,10.257142857142856,3.9999999999999996,16.4,196.6,7.314285714285715,1019.5500000000001,0.0,-1.3944154264637083,6.296345472346338,9.54751174938772,7.930501225911623,9.141843066836488,7.930501225911623,680313220.8436552,507237804.1096072,52545540.909192406
12,2000-03-27,1.6019999999999999,8.128571428571428,4.671428571428571,12.185714285714285,220.0,5.742857142857142,1010.6857142857144,0.20590585252681937,2.706036825684831,7.046123549526337,13.275302534446555,9.429218584559093,8.140386334635682,9.429218584559093,680313220.8436552,507237804.1096072,52545540.909192406
13,2000-04-03,1.59004,9.299999999999999,4.416666666666667,14.450000000000001,145.2,7.0,1006.4499999999999,6.926294232527984,-4.012072281613401,8.717757814456762,7.316936564706571,7.639230454386071,7.085465898076982,7.639230454386071,680313220.8436552,507237804.1096072,52545540.909192406
14,2000-04-10,1.57464,9.457142857142857,5.971428571428572,13.22857142857143,252.2,6.271428571428571,1010.4857142857143,0.0,-2.087296876742591,5.836524487745683,8.65688411133329,7.903576205049654,12.053301625180415,7.903576205049654,680313220.8436552,507237804.1096072,52545540.909192406
15,2000-04-17,1.57248,10.185714285714287,7.1000000000000005,13.414285714285715,115.2,7.171428571428572,1008.5285714285714,2.687623282725894,2.648335192129269,11.381869556279748,9.43154528271415,8.582152255810337,15.085713076537187,8.582152255810337,680313220.8436552,507237804.1096072,52545540.909192406
16,2000-04-24,1.5728333333333333,15.180000000000001,8.459999999999999,21.339999999999996,298.5,4.92,1014.0600000000001,7.3659237604765355,0.6401606128368769,4.940016887591909,11.38951701531644,7.887246295933395,11.90900778036969,7.887246295933395,680313220.8436552,507237804.1096072,52545540.909192406
17,2000-05-01,1.572125,15.5,11.485714285714284,19.885714285714283,211.0,4.985714285714286,1016.0142857142857,27.885454799921362,-0.41695096188850034,6.284346440253734,11.909304645106653,9.803339169040111,12.491749453369144,9.803339169040111,680313220.8436552,507237804.1096072,52545540.909192406
18,2000-05-08,1.54886,16.450000000000003,13.65,20.05,212.0,5.300000000000001,1018.6833333333334,22.68722329359128,2.120324116422029,8.111563856155499,12.21218996506277,10.46546382650524,9.642879672933422,10.46546382650524,680313220.8436552,507237804.1096072,52545540.909192406
