date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-01-01,9.2,6.5,11,,,307,9,35.2,1026.1,
2022-01-02,5.7,4.6,7.6,,,295,9.5,38.9,1022.7,
2022-01-03,4.1,1.1,6.3,,,337,10.4,37,1018.9,
2022-01-04,-0.8,-1.7,1.1,,,127,1.9,14.8,1011.2,
2022-01-05,-3.9,-8.2,-1,,,351,18.4,81.5,1007.3,
2022-01-06,-6.1,-8.1,-4.2,,,325,21.1,77.8,1018.2,
2022-01-07,-7.1,-9.4,-3.9,,,295,8.5,37,1020.1,
2022-01-08,-6.1,-7.2,-4.6,,,316,6.6,35.2,1015.9,
2022-01-09,-6.8,-8.5,-5.6,,,340,6,29.6,1008.4,
2022-01-10,-6.1,-7.3,-4.4,,,338,17.2,63,1017.6,
2022-01-11,-1.4,-3.8,0.9,,,324,17.4,51.8,1024.5,
2022-01-12,1.2,-0.7,2.8,,,323,16,53.7,1028.9,
2022-01-13,1.7,0.5,2.3,,,304,9,42.6,1031.9,
2022-01-14,5.1,0.8,8,,,307,8.6,33.3,1029.4,
2022-01-15,3.9,0.4,6.9,,,275,7.3,29.6,1023.1,
2022-01-16,0.3,-2.4,3.1,,,304,10.7,51.8,1024.8,
2022-01-17,0.5,-1.7,2.2,,,338,21.1,63,1031.6,
2022-01-18,0.8,-2.6,2.9,,,292,9.6,48.2,1031.6,
2022-01-19,-2.8,-4.2,-0.7,,,284,5.5,18.5,1028.7,
2022-01-20,-4.2,-6.3,-3.3,,,338,17.4,57.4,1025.4,
2022-01-21,-4.3,-7.4,-2.1,,,336,22.7,63,1028.6,
2022-01-22,-0.1,-2,2.4,,,334,21.8,57.4,1029.1,
2022-01-23,1.9,0.8,2.5,,,314,12.3,44.5,1027.7,
2022-01-24,2.6,0.8,6.7,,,298,6.4,24.1,1026.1,
2022-01-25,3.4,0.9,5.5,,,328,12,42.6,1028.3,
2022-01-26,3.4,1.7,4.9,,,336,13.4,44.5,1027.9,
2022-01-27,4.1,1.3,6.6,,,336,15.2,51.8,1025.8,
2022-01-28,-0.8,-2.4,1.3,,,328,15,51.8,1031.1,
2022-01-29,2.4,-0.2,4.1,,,339,13.7,57.4,1029.1,
2022-01-30,3.9,3,5.1,,,328,17.5,64.8,1023.9,
2022-01-31,-1.6,-7.2,3,,,313,10.3,68.5,1014.6,
2022-02-01,-4.7,-7.2,0.1,,,315,10.7,57.4,1020.6,
2022-02-02,-0.4,-1.6,1.2,,,326,9.3,63,1018.7,
2022-02-03,2,-1.4,3.9,,,289,7.9,46.3,1020.4,
2022-02-04,-1.1,-3,0.5,,,290,4.8,38.9,1016.8,
2022-02-05,-0.8,-1.8,0.2,,,331,14.1,44.5,1021.9,
2022-02-06,-1.7,-3.5,-0.1,,,311,5.2,29.6,1019.8,
2022-02-07,-3.5,-6,-1.4,,,358,14.8,63,1020.4,
2022-02-08,2.9,-2,6.2,,,326,13.4,57.4,1029.2,
2022-02-09,4.5,2.6,6.9,,,287,5.1,22.2,1026.3,
2022-02-10,1.4,-0.6,2.6,,,300,6.1,25.9,1023.2,
2022-02-11,-2.7,-5.4,-0.5,,,327,13.3,51.8,1026.9,
2022-02-12,-6.7,-8.2,-5,,,266,8.2,48.2,1032.5,
2022-02-13,-7,-8.4,-4.5,,,268,6,22.2,1027.4,
2022-02-14,-7,-9.1,-5.3,,,270,2.7,20.4,1019.9,
2022-02-15,-3.8,-5.3,-2.6,,,341,14.6,59.3,1016.2,
2022-02-16,-1.5,-3.8,3.6,,,348,7,46.3,1016.5,
2022-02-17,4.2,2.4,5.2,,,359,11.9,42.6,1013.5,
2022-02-18,3.2,-1.5,5.4,,,293,6.3,37,1014,
2022-02-19,-1.3,-2.7,0.2,,,333,10.9,46.3,1018.2,
2022-02-20,-0.2,-2.8,1.9,,,334,10.9,44.5,1020.5,
2022-02-21,-2.6,-5.5,0.8,,,340,9.1,40.8,1013.3,
2022-02-22,-2.2,-4.4,0,,,325,14.7,57.4,1020.6,
2022-02-23,0.6,-1.8,2.7,,,300,9.7,38.9,1025.6,
2022-02-24,-1.7,-3.1,-0.1,,,259,3.9,18.5,1023.2,
2022-02-25,-4.1,-7.3,-1.5,,,343,14,44.5,1024.6,
2022-02-26,-5.2,-7.8,-2.5,,,336,13.4,46.3,1030.2,
2022-02-27,-6.3,-7.5,-5.2,,,281,7,29.6,1028.7,
2022-02-28,-1.2,-7.4,4,,,315,13,48.2,1026.4,
2022-03-01,-3.9,-7.7,1.8,,,317,6.1,35.2,1027.5,
2022-03-02,-1.5,-5.5,2.8,,,321,6.4,31.5,1020,
2022-03-03,0.3,-1.2,1.8,,,334,8.6,31.5,1015.8,
