,Date,CHF/EUR,tavg_minusio,wspd_minusio,pres_minusio,prcp_minusio,wspd_robiei,wspd_piotta,wspd_comprovasco,ImportData,ExportData,ProductionTessin
0,2000-01-10,1.6043,-1.8325485892892475,-1.0289741057330526,1.854095639447609,-1.3285916976721879,1.3196119589676703,-2.2973554905576337,-2.2480337608237626,0.6806880375772364,0.20154141088874428,-0.18936824904717273
1,2000-01-17,1.60698,-1.5672125501953826,-1.2571725479875124,2.142372863087195,-0.37960874481376544,1.3218707748473162,1.0665471920616167,1.0252796708401075,0.6806880375772364,0.20154141088874428,-0.18936824904717273
2,2000-01-24,1.61136,-1.2589939189247317,0.5580423335820548,1.2286370203010142,-1.3285916976721879,2.143052824911976,-0.2681751269513634,-0.27349883334804304,0.6806880375772364,0.20154141088874428,-0.18936824904717273
3,2000-01-31,1.6127200000000002,-1.3483326526263697,1.6039518605816625,0.2205247054899995,1.52385563588513,1.4843566699409576,-1.0101901244527234,-0.9955315099669904,0.6806880375772364,0.20154141088874428,-0.18936824904717273
4,2000-02-07,1.61124,-1.288029007377764,-0.09889257593835983,1.1757289981052679,-0.11548673708302337,1.82527058375212,-0.7930640998293179,-0.784252647342409,0.6806880375772364,0.20154141088874428,-0.18936824904717273
5,2000-02-14,1.60808,-1.0196937393667729,-0.06431705438465392,1.840858419994761,0.7414024030111657,1.3133146928503217,0.3827144517120925,0.3598624144007164,0.6806880375772364,0.20154141088874428,-0.18936824904717273
6,2000-02-21,1.6069600000000002,-1.0656393738419008,-0.47922331302912624,0.29896748743275053,0.11597559183482345,0.6529598834169431,-1.0418201740867505,-1.0263097684600808,0.6806880375772364,0.20154141088874428,-0.18936824904717273
7,2000-02-28,1.60404,-1.1498730370463026,1.0025847535582755,0.7230487773106904,-0.38719300559894654,0.7629140725699585,0.796552578252771,0.7625559599480746,0.6806880375772364,0.20154141088874428,-0.18936824904717273
8,2000-03-06,1.6085,-0.9278024704165166,-0.07913513505052834,1.3015642941384185,0.3536790879423866,0.553363060870755,0.09085760138435163,0.07586521280597637,0.6806880375772364,0.20154141088874428,-0.18936824904717273
9,2000-03-13,1.60686,-0.7669927497535683,0.2394535992657628,1.4069717823739651,0.7783209421567144,0.8831899217228824,0.27356853030972234,0.25365577162723235,0.6806880375772364,0.20154141088874428,-0.18936824904717273
10,2000-03-20,1.6078199999999998,-0.3577894427094588,-0.14211197788049268,0.7009867448893032,-0.4576448609925415,-0.3382717216430672,-1.0933012779847493,-1.0764044961514871,0.6806880375772364,0.20154141088874428,-0.18936824904717273
11,2000-03-27,1.61186,-0.2730771791459415,0.8766310678983464,0.5036541215645979,-1.3285916976721879,-0.40812263112746294,0.2618099424151188,0.24221384023852863,0.6806880375772364,0.20154141088874428,-0.18936824904717273
